original_query,changed_query
사기꾼이 로또보상 코인으로넘어가 1억 대출권유 대포통장 3계좌보내고 먹튀하고 연락두절되고 피해자인데 미쳐버리겠어요 사기먹고 채권추심 지급명령 들어가고 피해자어떻게할까요,어려운 상황에 처해 있는데 어떻게 해결할 수 있을까요?
"휴대폰 대리점에서 일을하다가 범죄를 저질렀습니다다시생각해도 무조건 제잘못이고 반성합니다 다시는 그러지않으려고 열심히살고있구요범행내용은 제가 고객의 유심을 훔쳐 절도 (이하 A)후 전산조작을통해 사전자문서위작(이하B)소액결제를 통하여 현금화하였습니다 컴퓨터사용사기 (이하C)거주지불명으로인해 구속수사를 하였고잘못인정하며 모두 시인하고 범행동기등 적극적으로 조사에 임하였으나재판이 길어짐과 동시에 메인혐의인 C를 빼고 재판을 하더라구요 보완수사를 하여야한다고그래서 A,B로 실형 1년2월을 복역한후출소이후 6개월만에 해당사건의 추가 피해자가나와 구속수사후 집행유예로 6개월복역한후에 나왔습니다그후로 2년뒤인 지금 검찰에서 오늘 전화가왔습니다그때 당시 보완수사요청했던걸 지금 진행할거니검찰조사 하러오라구요.. 정말 암담합니다이게 메인혐의이기때문에 실형을 피할수없을건데 이렇게 질질끌면서 저는저대로 시간다날리고 결국 또 잘살아보자고 자리잡았는데 또 징역 갈생각에 차라리 안들어가고이번에 들어갔다가 나오면 미래가없으니 자살까지 생각합니다궁금한건1.검찰이 이렇게 늦게 기소를해도되나요?큰사건도아니였고 제가 모두시인했고 피해자리스트도 싹다 맞았습니다 밉보일짓도 안했구요 조사참여라던지2.첫사건보시면 아시겠지만 잘못인정안하는건 아닙니다어떤죄든 제가 잘못한거지만 죄에도 경중이있듯A,B 혐의로만 1년넘게 실형을 준것도 납득이 안됩니다예를들어 제가 타인의 신분증을 훔쳐서 그걸로도용을하여 대출을 받았으면신분증을 훔쳤다는 죄는 큰 죄라고 볼수없지않나요?직접적인 피해는 그대출을 받아서 금전적인피해를 입힌건데...제가 지금 너무 멘탈이흔들려 두서없이 쓴글 양해부탁드립니다도와주세요 진짜 인생 내려놓기직전이라..",검찰이 수사를 늦게 진행할 수 있는 이유는 무엇인가요?
"안녕하세요. 제가 얼마 전에 작은 회사에 취직을 했어요.정규직은 아니고 그냥 단기 계약이고 건당 돈을 받는 방식으로 일을 했는데요.보이스피싱 가담했다고 경찰서에서 연락이 온 거예요.알고 보니 이 업체가 회사가 아니고, 보이스피싱을 지원하는?그런 업무를 진행했었나 봐요. 저는 또 거기에서 일을 한 거고요.여하튼 저는 책임이 없다고 생각을 하는데 제가 피해자 돈을 건드린 게 됐나 봐요.어떻게 해야 하죠? 동탄에 잘 아시는 분 계시나요? 동탄보이스피싱변호사님 계시면 도움 부탁드려요.","안녕하세요. 최근에 작은 회사에서 단기 계약으로 일했는데, 이 회사가 보이스피싱과 관련이 있다는 연락을 받았습니다. 이 상황에서 어떻게 대처해야 할지 잘 아시는 변호사님 계실까요? 도움이 필요합니다."
금액대가 큰데제가 안 갚을 방법이 있을까요??2021년에 대출을 받았는데 계속 안갚고 전화를 안 받아서 집으로 통지서가 날라와서 알았습니다가족간의 명의도용 대출 해결방법이 있을까요??,금전 문제가 발생했을 때 어떻게 해결할 수 있을까요? 가족 간 명의도용 대출에 어떻게 대처하면 좋을까요?
명의 도용해서 대포폰이나 통장 대출을 받으려면 무조건 신분증이나 신분증 사본이 있어야 가능한걸까요?,명의 도용에 관련된 문제를 방지하려면 어떤 조치가 필요할까요?
이쪽 업계가 다 D/B가 돈줄이고 그러다 보니이번에 다른 업체로 옮기려고 준비중이었습니다사실 연봉협상도 안되고 대우도 개차반이어서 짜증나서이번에 먼저 D/B를 옮겨주는 조건으로업체 스카웃을 가게 됐는데원래 회사에서 이걸 알게 되어 업무상배임죄 해당된다네요저 이거 때문에 어떻게 처신해야되나요 걱정입니다,회사 이동과 관련된 상황에서 법적으로 주의해야 할 점은 무엇인가요?
현재 보이스피싱 피의자로 조사받고있습니다처음에는 그냥 회사인줄 알고 입사했다가 정상적이진 않는다고 판단했는데 추후에 제가 했던일이 보이스피싱이란걸 알게되었습니다 제대로 알지도 못하고 간 제가 정말 바보같네요..조사받을땐 수사관분께서 사실대로 이야기하는게 좋다고 저는 오랜기간도 일을 안해서 큰 문제는 안생긴다해서처음에는 몰랐지만 범행 가담을 어느정도는 인정하였습니다이렇게 인정한 부분에서는 유죄가 나올 가능성이 크겠죠??나중에 구속될까봐 조금 걱정이 많이 듭니다..,보이스피싱 관련 조사를 받고 있는 경우 어떤 대처가 필요할까요?
안녕하세여대포통장 피해자인데경찰조사에서 불송치 혐의없음 통지서가 날라왔는데그거 들거 은행가면 해당계좌 풀어주나요!?근데 그 해당계좌에 피해자분들 돈이 있는데 그거는 어떻게 되나여?,"안녕하세요, 대포통장 문제로 경찰조사 통지서를 받았는데, 이 서류로 은행에 가면 계좌를 다시 사용할 수 있을까요? 그리고 그 계좌에 피해자들의 돈이 있는데, 그것은 어떻게 처리되나요?"
안녕하세요. 제가얼마전에 회사에서 잘리고 일자리를 알아보다가 아르바이트를 시작했는데요.거래처 자금회수라고 해서 그대로 돈을 받은 다음 회사 계좌로 입금했는데 알고보니보이스피싱이었다고 하더라고요.SNS로 업무 지시를 받아서 진행했던 터라 정말 범죄인지 몰랐습니다. 이전회사에서자금 출납 문제로 잘린 적이 있어서 자세하기 묻지 않고 그냥 한 건데 범죄에 휘말리고 말았어요.경찰조사를 받으러 오라는데 어떻게 해야 하나요?제주경찰조사 잘 아시는 변호사님 계시면 댓글을 부탁드립니다.,"안녕하세요. 제가 최근에 아르바이트를 시작했는데, 업무가 보이스피싱과 관련되어 있다는 사실을 알게 되었습니다. 경찰 조사를 받으러 오라고 연락이 왔는데, 어떻게 대처해야 할지 조언을 구하고 싶습니다. 제주 경찰 조사에 대해 잘 아시는 변호사님이 계시면 도움 주시면 감사하겠습니다."
제가 몃일전 인스타 광고를보고 부업을찾고있었는데 일당 이라는말에 혹해서 광고를 누르니 문자로 지원하셨냐고 연락왔더라구요...바보같이 제힘든것만보고 지원을해버린거죠..코인 상장하는거래소다 이거래소에서 저희가 애기해주시는데로만 하면 된다..해서 제계좌로 돈이 들어오면 빗썸에서 매수해서 해외 오케이엑스라는곳에 내지갑에받고 자기회사로보내주면된다 그러고아려운거 같아서 못하겠다 그래서 그뒤로 주말에모든 통장 거래 정지가 된거죠..다알아봤는데 경찰서에서 연락오면 기다려서 소명하라구하는데..저 처벌될까봐 무섭고 일하는데 통장도 막혀서 막막합니다..죽고싶습니다 진짜..도움좀 주세요 제발..,"어렵고 힘든 상황인데, 현재 상황에 대해 어떻게 대처해야 할지 조언을 받을 수 있을까요? 도움이 필요합니다."
"친구가 돈을 빌리고 제대로 갚지않음과 동시에돈을 빌리는 과정에서 거짓말이 있어 사기죄로 고소할려고합니다편하게 친구A(채무자 및 피고소인), 친구B(체크카드 주인)으로 쓰겠습니다친구A는 보이스피싱을 당해서 계좌가 지급정지됐고본인의 계좌대신 친구B의 체크카드를 대여해서 사용했는데여기서 본인 즉 이 글을 쓰고있는 작성자에게 돈을 빌릴때친구B의 체크카드로 돈을 받았습니다물론 작성자 본인 역시 이 사정은 알고 있었고돈을 빌려줄때 체크카드 대여 사실과 친구 계좌로대신 받는걸 알았습니다후에 이 친구는 작성자 본인에게 10만원을상환하겠다며 친구B의 명의로 돈을 보냈는데이건 친구B의 체크카드 또는 계좌로로 친구A가 보낸건지아니면 그냥 말그대로 친구B가 직접 보낸건지는 모릅니다친구B는 친구A의 친구라 저와는 일면식이 없습니다(친구A가 저에게 친구B의 체크카드 및 계좌를 통해 받은돈은 전체 빌려간 돈의 극히 일부입니다 친구A가 본인에게 체크카드로 빌려간 금액은1회에 걸친 15만원 입니다)체크카드 대여가 불법이라고 하고 단순히 체크카드 대여한 부분에 대해서만 한정적으로 본다면여기서 수사시에 체크카드를 대여해준 친구B체크카드를 대여한 친구A 외에고소인인 저도 법적으로 위반한게 있을까요?저는 현재 친구A를 고소할려고 합니다","친구가 제게 돈을 빌려간 후 갚지 않았습니다. 이 과정에서 친구의 계좌 대신 다른 친구의 체크카드를 사용했는데, 이로 인해 법적으로 문제가 생길 수 있을지 궁금합니다. 제가 법적으로 위반한 사항이 있을까요?"
후원금이 있다고하던데만약에 자기네 쪽에 연락해서 일 해결했는데 후원금 못내면불법사금융 종결낸거 다시 살려서 추심한다는데 이게맞나요,"후원금과 관련하여 지원을 받았으나 상황이 바뀌어 후원금을 낼 수 없게 되면, 이를 정리한 결과가 번복될 수 있나요?"
전세가 만기가도래하는데 집주인이 전세자금을 도박으로 탕진하고 지금 법적으로하라고있습니다 집주인 살고있는주소는알고있고 건물이 집주인명의라서그래서 지급명령과 건물에 임차권등기설정해서 경매절차까지해서 2가지 같이 진행하려고하는데 가능한지 알고싶고요그리고 저말고 세입자가 8군데됩니다 지금 아무것도모르고있는상황인데 이부분을 피해사실을 미리 공고를하고싶은데 이런부분에 저에게 형.민사처벌이 될수있는지.. 처벌이된다면어떤방식으로 다른세입자에게 알릴수있는지 방법을알려주시면 진심 고맙겠습니다 급한상황이라 답변부탁드리겠습니다,전세금 반환 문제 해결 방법과 다른 세입자에게 알릴 수 있는 안전한 방법을 알고 싶습니다.
"최저시급에 업무외 100만원 정도 활용, 허락하에 대표가 법카를 주어서 개인활용하였습니다. 1년 4개월 정도 썼구요, 그 후 회사를 그만두며 카드반납했습니다. 근데 문제는 대표의 여러법인중 모 회사를 회사임원앞으로 차명법인한 그 카드를 쓰게 된게 어려움에 처했습니다. 그 임원과 대표와의 갈등으로 인한 고소사건으로 제가 사용한 카드가 문제되어 곧 경찰조서를 받게 되었습니다. 추후 차명대표에서 해임하고 역으로도 고소 고발 했다고는 들었지만, 일은 벌어졋고 전 어떡해야 하나요? 현명한 말씀 부탁드립니다.",어려운 상황에 처했을 때 문제를 해결하기 위한 방법은 무엇인가요? 조언 부탁드립니다.
전 회사 퇴사전과 퇴사 후 회사 쇼핑몰 관리자 아이디로 결제 안된 주문건들을 결제 처리해서 중고 사이트에서 판매해서 이득을 취했습니다이득은 2200..?만원정도 취했고회사에서 판매했을 땐 4400-4800만원정도 손해를 입혔습니다경찰 조사 시 이미 죄를 다 인정했으나아직 피해자 측에 연락도 하지 않았고 합의도 안했습니다..이미 돈을 다 써버리고 합의할 능력이 없어서 시도 조차 못했습니다..다다음달 구공판이 있고 의견서를 작성하려는데제가 너무 무지해서 국선변호인 선정 요청을 했는데해당 되는 사항이 월급 270만원 미만 밖에 없어서 필요한 자료 세개랑 같이 제출까지 했는데 범죄를 인정한 경우 안될 경우가 높다는거 같네요...벌금은 괜찮지만 징역은 정말 피하고 싶어서 양형자료 제출을 도움 받고 싶다고 꼭 부탁드린다고 다시 요청할 순 없나요?아무래도 피해금액도 크고 합의도 안해서..초범이라도 징역을 선고 받을까요?...집행유예라도 받고 싶습니다..국선변호인이 안될 경우 따로 변호사 선임 시 얼마나 비용이 발생할까요..?,"초범인 경우, 피해 금액이 크고 합의가 안 되었을 때 징역을 피할 수 있을까요? 변호사를 선임할 경우 비용은 얼마나 들까요?"
1)사기죄 고소중인데 전자금융거래법위반도 고소할생각이거든요 피의자가 신불이라 통장을 친형한테 양도받아서 쓰는데 제가듣기로는 피의자가아니라 친형이 전자금융거래법위반으로 처벌받는다던데 이게맞나요?2)그리고 고소로 해서 이것도 합의하고 고소취하가될까요?3)고발아닌가요?,1) 사기와 관련된 사건에서 전자금융거래법 위반 여부에 대한 문의드립니다. 피의자가 친형의 통장을 양도받아 사용한 상황에서 친형이 처벌받을 가능성이 있나요? 2) 고소를 통한 합의와 고소 취하가 가능한지 알고 싶습니다. 3) 고소와 고발의 차이에 대한 설명을 부탁드립니다.
"추심채권SMS발송요청[Web발신]님 국민장기연체 특수체권 수차변제촉구및통보 지속적변제회피및연락불가 카드대금청구소송 채권(각금융거래계좌 급여 보험 유체동산 임차보증금등)가압류및 추심진행문제로 연락불가 실사방문통보 (집행전처리시 감면 680만원) 채무종결가능항 예금주 : 고려신용정보 (입금액:16,019,186원) 입금후 반드시 입금자명 연락 바랍니다. 고려신용정보㈜이렇게 연락이 왔는데 제가 남자친구랑 같이 살고있어요집은 남자친구집이구요 저는 동거인으로 전입신고가 되어있는데 집주인한테 전화할거고 찾아온다고 하네요그리고 이번주까지 200내라고 하는데 200내어야 찾아오는것도 하지 않고 집주인한테 전화도 안간다고 하는데 어떻게 해야 할까요…","제가 받은 채권 관련 SMS에 따르면 채무 문제로 인해 연락이 안 될 경우 실사 방문 및 연락이 갈 수 있다고 하는데, 이런 경우 어떻게 대응하는 것이 좋을까요?"
인터넷에서 물건을 팔고 있는데요.가상화폐로 돈을 받고 투자까지 권유하다가 피해를 본 사람들이 조금씩 생겼습니다.그래서 경찰 조사를 받게 되었는데요.전자금융거래법위반 벌금 얼마나 나올까요?징역을 살까요? 도와주세요.,"인터넷에서 물건을 판매하면서 가상화폐 거래와 관련된 법적 문제로 조사를 받게 되었는데, 전자금융거래법에 대해 걱정됩니다. 이 경우 어떤 처벌을 받을 수 있을까요?"
예를 들어서 법인계좌 돈으로 A업체에서 B업체로 계좌송금을 하고 B업체에서 이 돈을 현금으로 뽑아서 A업체로 전달하면 불법으로 알고 있는데 혹시 처벌 수위가 높나요? 안걸린다고 하시는 분들도 있던데 이게 가능한지도 궁금하네요,"법인계좌를 통해 다른 업체로 송금 후, 현금으로 인출하여 다시 전달하는 것이 법적으로 어떤 영향을 미치는지 알 수 있을까요?"
전자금융거래법위반으로광주에서 조사받고 청주가서조사를받았는데 법인통장으로 a이름하나 b이름하나해서 두개의 이름으로 통장을뽑았는데청주에선 a로만 벌금500만원이고광주에선 b로 검사분께서 징역1년 추징금100만원 가납명령을 부탁했어요 어떻게되나요?,"전자금융거래와 관련된 벌금과 징역에 대해 문의드립니다. 두 도시에서 각각 다른 이름으로 조사받았고, 이에 대한 결과가 어떻게 될지 궁금합니다."
제가 20만원을 빌려서 일주일뒤에 40만원으로 갚는 불법사금융 대출을 받게되었는데 무조건 원금은 변제를해야 이자감면 도움을 받을수있을까요?,"20만원을 빌린 후, 이자를 줄이기 위해 어떤 방법으로 상환할 수 있을까요?"
지급명령 결정정본 갖고있는데 채권압류 추심으로 채무자 통장 압류하려고하는데요30만원 정도 주면 고려신용정보에서 채무자 통장 조회를 해준다고하는데제가 알기론 현재 채무자 통장 상태가 대부분 압류되어서 6개월정도 길게는 1년정도 못쓰고있는 상태라고 들었거든요그런데도 재산조회시 주거래통장이나 통장 뭐쓰고있는지 이런게 나오나요?법테두리 안에서 조회하는거면 제가 조회하고싶은 은행들만 조회할수 있는거 아닌가 해서 여쭤봅니다,"채무자의 재산 상황을 법적 절차로 확인할 때, 주거래 통장을 포함해 어떤 정보를 얻을 수 있는지 궁금합니다."
개인회생중인데 현금수거책 측에서 합의하자고 연락이왔는데 만약 합의를 하게되면 합의금을 받아도 아무문제가 없을까요..?,합의 제안을 받았는데 합의금을 받아도 괜찮을까요?
얼마 전에 아르바이트인지 알고 돈을 받아오는 일을 하게 되었는데 이게 경찰 조사를 받아보니 보이스피싱 현금수거책이라고 하네요. 그래서 물어보니 사기방조 혐의가 적용되었다고 해요. 저는 진짜 몰랐고 조사 받으러 갔을 때도 그렇게 얘기 했었는데 경찰은 제 말을 안믿고 그냥 범인 취급하네요.. 어떻게 해야할까요..,상황을 어떻게 해결할 수 있을까요?
안녕하세요.. 올해 초 제가 대출 받게 거래내역을 만들어준다는 말을 믿고 계좌를 빌려주어 그 계좌가 코인 주식 리딩방 사기로 이용되어서 계좌가 지급정지로 인해 올해 1월부터 쭉 정지상태인데 경찰쪽은 범인을 잡을 수 없다며 수사중지를 내렸고 제 계좌는 쭉 정지인데 카카오뱅크 마이너스 통장 대출이 있어서 기간 재연장을 해야하는데 이러지도 못하는 상황입니다.. 경찰서에서는 계좌 지급정지해제에 관해 은행에 공문을 보내달라니까 수사중지라서 못해준다고 하는데 어떻게 방법이 없을까요? 계좌 안에 코인리딩 사기친 돈은 사기친 사람들이 다 출금해가여서 계좌 잔액도 없습니다..,"안녕하세요, 계좌 지급정지 문제로 인해 어려움을 겪고 있는 상황입니다. 이 문제를 해결할 다른 방법이 있을까요?"
보이스피싱 수거책? 환전책? 에 연류되어서 29~30일 쯤 은행 2개가 정지되어있는 상태입니다아직 경찰 조사는 날라온게 없고 미리 준비를 해둘려고 하는데수임료가 어느정도 나오는지 궁금합니다.- 만일 수임료 어느정도 분납도 가능한지도 알고싶습니다- 초범이고 과거에도 관련되어 조사 받은적 1도 없는 상황인데 징역도 나올수도 있는지?,"보이스피싱 관련 문제로 은행 계좌가 정지되었을 때 변호사 수임료는 얼마나 되나요? 또한, 분할 납부가 가능한지, 그리고 초범일 경우 형사 처벌 가능성은 어느 정도인지 알고 싶습니다."
사장님이 회사 2개를 가지고 있습니다두군데 다 저를 등록해놓고 하나는 제 월급 하나는 제 급여통장 등록해서 제이름으로 월급 받고 자기 통장으로 입금합니다 (돈세탁 느낌) 이거도 횡령아닌가용?Ex) A회사 제 월급 B 회사 월급 저 다른급여 통장 입금 후 C 사장한테 송금,"사장님이 두 회사를 운영하는데, 두 회사 모두 제가 등록되어 있고, 월급 통장을 통해 제 이름으로 월급이 입금되지만, 나머지는 사장님 계좌로 보내집니다. 이것이 문제가 될 수 있을까요?"
제가 회사 돈을 조금 빼돌려서받고 있었습니다이걸로 배임수재죄 걸리게 되어 조사 중인데요다시 회사로 돌려주려고 했었던 의지를 입증하더라도배임수재죄가 성립할 수 있는 건가요제가 처음에 회사에서 일하면서 제가 이런 저런 업무를파악하다가 계약건으로 살짝 빼돌릴 수 있을 거라고는 생각 못했어요그런데 이게 쓰고 다시 돌려주려고 하려고 했던것이고정말 다시 돌려놓으려고 했었습니다타 업체의 사장이 저를 지목해서 더 문제이긴 한데요회사에서도 물러서지 않고 계속 압박하는 가운데배임수재죄 인정되면 저 어떻게 하나요..다시 원위치 시킨다고 서약하면 좀 나을까요?,"회사의 자금을 이체한 후 다시 돌려주려던 의도가 있었다면, 어떤 법적 결과를 초래할 수 있나요?"
보이스피싱 검찰송치 됐다는 서류를 받았습니다.혐의있음입니다.제가 알바인줄 알고 서류를 전달하고 상대방이 주는 현금을 받아오는 일을 했는데 알고보니 보이스피싱이었습니다.보이스피싱 검찰송치된 지금이라도 처벌을 안받을 수 있는 대응방법이 있을까요?,"보이스피싱 관련 서류를 받았는데, 지금 상황에서 법적인 대응 방법이 있을까요?"
안녕하세요. 현재 사기방조로 조사 받고 불구속 구공판 을 기다리는 27살입니다.제가 대법원 나의사건 검색에서 검색해봤는데 사기방조 / 배상명령 이라고 나와있더라고요.1.사기방조 로 변경됬으면 공소장에 사기방조에 대한 죄만 묻는걸까요?2.배상명령이 떨어진건가요?3.배상명령이 떨어지면 사기방조범은 배상만하면되는건가요?4.사기방조와 배상명령은 다른 사건인가요?5.형량은 어느정도 나오는지 궁금합니다.,"안녕하세요. 현재 특정 사건으로 조사 중이며, 관련 절차를 기다리고 있는 27살입니다. 몇 가지 궁금한 점이 있습니다: 1. 만약 사건 명칭이 변경되었다면, 공소 내용도 이에 맞춰질까요? 2. 배상과 관련된 결정이 이미 내려진 상태인가요? 3. 배상 명령이 있을 경우 어떤 조치를 취해야 하나요? 4. 사건과 배상명령은 서로 별개의 것인가요? 5. 이 경우 예상되는 결과는 어떻게 될까요?"
제친구가 제꺼계좌번호로 토토사이트가입을해서 지까계좌로 토토사이트에 충전을한뒤 제꺼계좌로 출금이돼면 제꺼계좌로돈이들어오잔아요? 그럼제가 그친구에게 돈을 몇번보내줫는데 이것두 걸리면 대포통장혐의로제가조사받는건가요? 어떤분은 아니라고하고 어떤분은 맞다고하고 확실히아시는분만 답변부탁드릴께요 내공 100입니다 참고로 제꺼통장을 빌려주거나그런적은아예없고 그냥 돈이들어오면 제친구에게 돈보내준거밖에없습니다,"제 계좌로 친구가 토토사이트에서 돈을 입출금하고 있는데, 법적으로 문제가 될 수 있을까요? 제가 직접적으로 통장을 빌려주진 않았습니다."
딸이 회사를 다니면서 공금을 횡령했나 봅니다.경리로 일하면서 3년동안 약 5~6천만원 가량 공금횡령을 했다고 하더라고요공금횡령 형량이 징역이 나올까요? 죄값을 치러야 하는건 알지만 부모로서 딸이이번만은 형량이 줄었으면 좋겠는데 공금횡령 형량 줄이는 방법은 어떤게 있나요?경찰조사를 받고 왔는데 현재 반성문을 제출했다고 하고경찰조사에서는 죄를 전부 시인하고 반성했다고 합니다.,"딸이 회사에서 잘못을 저질러 벌을 받을 것 같은데, 처벌을 줄일 수 있는 방법이 있을까요?反省하였다고 합니다."
"상대가 a계좌로 입금해 달라고 하고, 저한텐 오입금이니 반환 신청을 하라고 하고선 뒤에선 a -> b -> c -> 상대 이렇게 수수료 조금씩 떼가라 하면서 전달 받은 것 같아요 잡을 수 있긴 하나요?",상대가 요청한 입금과 관련된 문제를 해결할 방법이 있을까요?
알바인 줄 알고 한 일이 알고 보니 현금 수거책이었고 정작 사칭하면서 사기 치고 다니던 범인들은 안 잡혔는데 저는 현행범으로 잡혔다가 현재는 불구속구공판 재판 진행 전입니다 집행 유예를 받을 수 있는 방법이 있을까요?,집행유예를 받을 가능성이 있는 방법이 있을까요?
지금까지 연장비로만 70만원 입금 하였으며 차용증을 쓰면서 저가 주변 지인들한테 채권 추심 하는거를 동의한다고 작성을 하였고 저가 지인들 연락처도 네이버 주소록으로 하여서 연락처를 넘겼는데 불법추심 신고를 하면 저도 문제가 되나요 ?? 지인들한테는 저를 개인정보 보호법 으로 신고해라 이렇게 연락 했습니다 불법 사채들이 30만원 빌려서 54만원 이렇게 입니다 지인들한테 전부 문자로 보내면서 저가 유흥 다니고 도박 한다고 말도 안되는 소리도 하며 저 신분증 사진 차용증 사진도 지인들한테 이렇게 알리고 일 하는곳 전화도 해서 문의 드립니다 저가 차용증을 쓰면서 동의를 했다고 적어서 신고도 못하고 답답하네요 ..,"채권 추심 관련해서 불법적인 부분이 있는지, 그리고 제 개인정보가 부적절하게 사용된 경우 신고 가능한지 궁금합니다. 어떻게 조치를 취해야 할까요?"
해외가상화폐거래 사기로 대포통장 계좌주들 입건후 수사중지 되었는데 대포통장 계좌주들은 전자금융거래법 위반으로 벌금형을 받는다고 합니다 대포통장 계좌주들 상대로 민사손해배상소송 진행할 경우 실형이 아닌 벌금형이면 승소할 가능성이 없나요?,"해외 가상화폐 거래 사기로 연루된 대포통장 계좌주들이 벌금형을 받은 경우, 이들을 상대로 민사 손해배상소송을 진행하면 승소할 가능성이 있을까요?"
"거두절미하고 짧게 말씀드리면푸른저축은행인가. 소개하면서 당일한도 가능,이라고 남겨서담당자 카톡저장했고 문의해봣는데제가 신용이안좋고 회복중이라 .. 문의해보니, 하이브리드 소액카드 발급 6개월 이상일정금액 이상 소비시 신용개선 대출 진행해준다고 해서 서금원 교육수료증필요하다고해서  보냇는데 ,ㅂ카드 발급이 불가하고기존에 사용하는 은행체크카드에 소액기능을 추가 이후에 대출 진행이 가능하다고 말을 바꾸고,소유하고 있는 체크카드 은행이름이랑 / 카드 유효기간보이게 사진을 찍어서 보내달라고 하는데,이거 불법대출 혹은 보이스피싱인가요...?전에도 불법대출 피싱사기에 휘말려서... 더 이상 이러면안될거같은데안하는게 나은거죠...??",이거 합법적인 대출인지 어떻게 확인할 수 있을까요?
알바천국에 좋은 광고글이 있길래 연락해보니깐 보이스피싱 현금수거책같아서 안한다고 했는데 제 신분증이랑 가족관계증명서 등본드렸는데 잘 파기해서 끝난거겠져???,"제가 잘못된 광고에 연락했는데, 신분증과 가족관계증명서를 제공한 후 안전하게 파기될까요?"
"유흥에서 일하며 하루하루 소득이 있습니다제가 대부 개인돈 세군데 사용중인데 연체없이 잘 갚고있고요(소액빌리고 주로 갚는 개인돈 말합니다)이게 다른 업체에서 또 빌린다고 하면 상담기록이올라와서 즉시 추심진행 된다고 하더라고요 ,,근데 급하게 88만원이 추가로 필요한데괜히 사이트에 문의했다가 걸려서 추심진행 될까무섭습니다 ㅠ 혹시 88만원 추가 차용 가능한곳 있을까요(실제로 한군데에선 타업체 문의 기록을 봤다고 전화왔음 ,,)",급히 필요한 88만원은 어디서 빌릴 수 있을까요?
보이스피싱 사기방조로 등 재판진행하고 있는데요ㅜㅜ경찰에서 조사받을때 피해자가 좀 많이 있었는데요근데 그 많은 피해자들이 다 연관이 있던데요 왜 그렇게 많은지는 모르겠는데이 사람들 피해금액을 다 물어내야 하나요?피해를 본 피해자가 있다는건 알지만 .. 금액이 그럼 너무 큽니다가만히 있으면 실형으로 나오는거겠죠?이 일로 수익을 번 것도 없는데 고스란히 돈만 물어줘야 하는 상황인가요?,"재판 진행 중인데, 피해자들의 피해 금액을 전부 변상해야 하나요?"
제 계좌로 들어오는 돈을 입금자 명의를 바꿔서 다른곳으로 다시 입금만 해주면 수수료로 3%를 당일정산으로 떼준다고 해서 시작했습니다.급하게 현금이 필요하다보니 사기라는 점을 인지하지 못하고 시작했는데 정산이 자꾸 미뤄지니 그만두겠다고 했습니다.그러자 “계좌 잘 썼다” 라는 의미심장한 말을 남기고 차단을 당했는데이게 제 계좌를 사용만 당한 것 같습니다…추후 어떤 큰일이 생길지실형으로 이어질지협의가 가능하다면 신고자의 피해금액 선에서만 협의를 하면 되는 것인지여러가지 걱정이 있습니다.찾아보니 결국 변호사를 구해야할 것 같기는 합니다.자세한 설명과 도움을 주시면 너무 감사하겠습니다. ㅠ,"제 계좌를 사용하는 데 문제가 생길 경우, 어떻게 대처해야 할지 궁금합니다. 변호사에게 상담을 받아야 할까요?"
제가 뭣도모르고 토토계좌로 쓰라고 양도했는데 어떤분께서 제계좌를 신고을 하여서 계좌 정지가 되었습니다..그래서 합의볼려고 연락할라햇는데 연락거부하시고 해결방법이랑 고소가되면 벌금은 얼마정도 무나요?,계좌 정지 문제를 해결하기 위한 방법과 관련된 비용을 알고 싶습니다. 어떻게 해야 할까요?
1.친척(대주주) 에게 계속 투자 권유를 받아서 현금 5천을 넣겠다함2.그랬더니 회사 부장에게 이체하라함3.현금 이체하니 비상장주식 2만주 가량을 받음4.가격이 오르길래 팔려고 하니 친척이 기다리라함 못팔음5.그러던중 삼성증권에 친척의 주식 80만주가 들어옴(9억원어치)6. 이게 뭐냐했더니 며칠뒤 다시 보내주면 된다함 보내줌7. 현재 주식 종이장 되서 팔려고 하니까 비상장이라 거래 힘들다고 말림8. 그래도 올려놨더니 부장이 내 주식 2만주 고대로 다시 가져감이게 무슨 상황인가요? 저 사기당한건가요?제 돈 돌려받을수 있나요?,이 상황에서 저는 어떻게 해야 하나요? 제 자금을 되찾을 방법이 있을까요?
보이스피싱인지도 모르고 현금 수거 일을 했다가 경찰에 잡혀갔는데 어떻게 하면 나올 수 있을까요??피해자와 합의도 여쭤보시던데 합의를 어떻게 대응하면 될까요?모르고 한일입니다 당연히 모르고 한일인데 징역으로 나올까요?,어떻게 하면 법적인 문제를 해결할 수 있을까요? 피해자와의 합의는 어떤 방법으로 접근해야 할까요?
"회사에 입사하여 영업직에 종사하다가 법카를 개인적으로 조금 많이 사용했는데, 사장님께 걸려서 업무상배임 혐의로 고소를 당했어요. 근데 사장이 피해 금액이 2천 정도라고 하는데 제가 그렇게 많이 사용하지는 않았었거든요. 뭔가 이상한 것 같은데 일단 제가 잘못한 부분이 있으니 제가 저지른 범죄에 대해서는 인정하되 금액은 저렇게 많이 사용하지 않았다고 진술하면 될까요?","회사의 업무상배임 혐의로 조사를 받고 있는데, 사용 금액에 대해 어떻게 진술하는 것이 좋을까요?"
